source	target
Brønnen vert bora rundt 40 km nordvest for Ekofiskfeltet.	The well will be drilled around 40 km northwest of the Ekofisk field.
Det er samlet inn data og og tatt prøver i begge brønnene.	Data has been collected and samples have been taken in both wells.
Vi har mange felles interesser.	We have many interests in common.”
Hensikten med brønn 25/6-5 S var å påvise petroleum i midtre jura reservoarbergarter (Huginformasjonen).	The objective of well 25/6-5 S was to prove petroleum in Middle Jurassic reservoir rocks (Hugin formation).
Baker Hughes INTEQ og Halliburton ble tildelt IOR-prisen i 2006 for framtidsrettet utvikling og anvendelse av avanserte bore- og brønnløsninger på Troll.	Baker Hughes INTEQ and Halliburton were given the IOR Award in 2006 for progressive development and application of advanced drilling and well solutions at Troll.
Fortsatt attraktiv Direktør Sissel Eriksen i OD ser positivt på de mange nye aktørene som søker og tar dette som en bekreftelse på at norsk sokkel fortsatt er attraktiv.	Positive Director Sissel Eriksen at the NPD takes a positive view of the many new players who are submitting applications, and sees this as confirmation that the NCS remains attractive.
Det har vært knyttet stor interesse til avgrensningsbrønnen på 6506/6-1, fordi resultatet vil være avgjørende for utviklingen av denne delen av Norskehavet.	The appraisal well at 6506/6-1 has attracted a lot of attention, as the result would be decisive in the development of this section of the Norwegian Sea.
15/5-7 A er den fjerde letebrønnen i utvinningstillatelse 048.	15/5-7 A was the fourth exploration well in production licence 048.
Brønnene er de to første som er boret i utvinningstillatelse 405.	The wells are the two first wells to be drilled in production licence 405.
Funnet har vært i produksjon siden mai 1999.	The discovery has been in production since May 1999.
Væskeproduksjonen i november fordeler seg slik: 1 545 000 fat olje, 291 000 fat NGL og 68 000 fat kondensat i gjennomsnitt per dag.	The average daily liquid production in November was: 1 545 000 barrels of oil, 291 000 barrels of NGL and 68 000 barrels of condensate.
March 2005 on measuring instruments - MID) om måleinstrumenter er årsaken til at den norske måleforskriften er blitt endret.	The EU directive (Directive 2004/22/EC of the European parliament and of the council of 31 March 2005 on measuring instruments – MID) relating to measuring instruments is the reason why the Norwegian measuring regulations are being amended.
Avgrensningsbrønnene viser at størrelsen på funnet trolig er innenfor usikkerhetsspennet 8-12 millioner standard kubikkmeter (Sm3) utvinnbare oljeekvivalenter, om lag halvparten er gass/kondensat og er halvparten olje.	The appraisal wells show that the size of the discovery is probably within the range of uncertainty, 8 - 12 million Sm3 recoverable oil equivalents, of which about half are gas/condensate and half are oil.
Dei andre rettshavarane er Faroe Petroleum Norge AS (30 prosent) og Centrica Resources (20 prosent).	The other licensees are Faroe Petroleum Norge AS (30 per cent) and Centrica Resources (20 per cent).
Rettighetshavere i utvinningstillatelse PL 169 er:	The licensees in PL169 are:
Brønnen ble boret til et totalt vertikalt dyp på 2923 meter under havflaten, og den ble avsluttet i Langeformasjonen i nedre kritt.	The well was drilled to a total vertical depth of 2923 metres below the sea surface, and was terminated in the Lange formation in the Lower Cretaceous.
Sekundært letemål var å påvise petroleum i øvre jura bergarter (sandsteiner i intra Melkeformasjonen), utbredelse, tykkelse og egenskaper til reservoarbergartene samt dyp til hydrokarbonkontakter.	The secondary exploration target was to prove petroleum in Upper Jurassic rocks (sandstone in the Intra Melke formation), the extent, thickness and properties of the reservoir rocks, as well as depth to hydrocarbon contacts.
Noreg har brei kompetanse og erfaring med lagring av CO2.	Norway has wide-ranging expertise and experience with storage of CO2.
Tillatelsen ble tildelt i 19. konsesjonsrunde i 2006.	The production licence was awarded in the 19th licensing round in 2006.
Brønnen ble boret av boreinnretningen Polar Pioneer, som nå skal til utvinningstillatelse 228 i Barentshavet for å bore undersøkelsesbrønn 7222/11-1 der StatoilHydro Petroleum AS er operatør.	The well was drilled using the Polar Pioneer drilling facility, which will now proceed to production licence 228 in the Barents Sea to drill wildcat well 7222/11-1 where StatoilHydro ASA is the operator.
(illustrasjon: Eni).	(Illustration: Eni).
Under testen i oljesonen ble det produsert 170 000 Sm3 gass/dag.	During the test in the oil zone, 170 000 Sm3 of gas was produced per day.
Karbondioksid fra fangstanlegget blir gjort flytende under høyt trykk og transporteres med skip eller i rørledning til en lagringsplass på kontinentalsokkelen.	Carbon dioxide from the capture facility is liquefied under high pressure and transported by ship or in pipelines to a storage site on the continental shelf.
- Norsk sokkel er absolutt interessant, fra sør i Nordsjøen til Barentshavet.	“The Norwegian shelf is definitely interesting, from the southern part of the North Sea to the Barents Sea.
Væskeproduksjonen i desember fordeler seg slik: 1 543 000 fat olje, 305 000 fat NGL og 68 000 fat kondensat i gjennomsnitt per dag.	The average daily liquid production in December was: 1 543 000 barrels of oil, 305 000 barrels of NGL and 68 000 barrels of condensate.
Ver merksam på at tabell med oppdaterte produksjonstal for norsk sokkel nå er flytta til OD's fakta-sider.	Please note that the table with updated production figures for the Norwegian shelf has been moved to the NPD's fact-pages.
Direktør for Norskehavet og Barentshavet er en lederfunksjon innenfor Oljedirektoratets rotasjonsordning.	Director for the Norwegian Sea and Barents Sea is a management function within the NPD’s rotation scheme.
Foreløpig volumanslag er mellom 5,5 og 16 millioner Sm3 utvinnbare o.e.	The preliminary volume estimate is between 5.5 and 16 million Sm3 of recoverable o.e.
Alle seismiske undersøkelser rapporteres nå inn i et nytt format og system.	All seismic surveys are now reported in a new format under a new system.
Dette er den dypeste brønnen som er boret på norsk sokkel( over 5900 m dyp).	This is the deepest well ever drilled on the Norwegian shelf (more than 5900 m deep).
Hele fem ganger krysset de over Lomonosovryggen og deretter like godt over Morris Jesup-platået nord for Grønland.	They crossed the Lomonosov ridge a whopping five times, and then the Morris Jesup plateau north of Greenland for good measure.
Brønnen ble boret til et totalt vertikalt dyp på 3833 meter under havflaten, og den ble avsluttet i Åreformasjonen i nedre jura.	The well was drilled to a vertical depth of 3833 metres below sea level and was concluded in the Åre formation in the Lower Jurassic.
Kartleggingen vil gi oss viktig kunnskap om disse delene av norsk sokkel,” sier Sissel Eriksen.	This mapping will provide us with important knowledge about these areas of the Norwegian shelf,” says Sissel Eriksen.
Brønnene 30/11-11 S og 30/11-11 A ble boret til et vertikalt dyp av henholdsvis 3646 og 3334 meter under havflaten og et målt dyp av henholdsvis 3646 og 3987 meter under havflaten.	The 30/11-11 S and 30/11-11 A wells were drilled to respective vertical depths of 3646 and 3334 metres below the sea surface and measured depths of 3646 and 3987 metres below the sea surface.
Melding om vedtak sendes inn via nettportalen SMIL.	Notification on a decision shall be submitted via the SMIL web portal.
Den totale gassproduksjonen var 6,3 milliardar standard kubikkmeter (GSm3), ein nedgang på 1,1 GSm3 frå månaden før.	Gas production was about 6.3 billion Sm3, which is a decrease of 1.1 billion Sm3 compared to the previous month.
Myndighetene og oljenæringen er enige om at det er for mange akutte utslipp.	The authorities and the oil industry agree that there are too many accidental discharges.
Olje/vann-kontakten er på samme dyp som i funnet 16/1-8.	The oil/water contact is at the same depth as the 16/1-8 discovery.
Tillatelsen ble tildelt i konsesjonsrunde 10-B i 1986.	The licence was awarded in licensing round 10-B in 1986.
I løpet av to-tre år er planen å bygge demonstrasjonsanlegg også i Danmark.	Plans also call for a demonstration plant to be built in Denmark within two-three years.
Brønnbanen 7220/5-1 skal bores fra boreinnretninga Aker Barents i posisjon 72 31` 00,78" N og 20 20´ 28,55" Ø.	Wellbore 7220/5-1 will be drilled from the Aker Barents drilling facility at position 72 31` 00.78" N and 20 20´ 28.55" E.
Norad skal vere det nytenkande fagmiljøet i Noreg i kampen mot fattigdom og samarbeide nært med nasjonale og internasjonale fagmiljø.	Intended to be an innovative specialist in the fight against poverty, the agency cooperates closely with national and international bodies.
Brønn 7324/7-3 S skal borast frå boreinnretninga Transocean Spitsbergen i posisjon 73o26`30,78" nord og 24o15´39,88" aust.	Well 7324/7-3 S will be drilled from the Transocean Spitsbergen drilling facility in position 73o26`30.78" north and 24o15´39.88" east.
Hensikten med brønnen var å påvise petroleum i nedre jura reservoarbergarter tilhørende Statfjordformasjonen.	The objective of the well was to prove petroleum in Lower Jurassic reservoir rocks belonging to the Statfjord formation.
Rettighetshaverne i utvinningstillatelse 037D er: Statoil ASA (operatør): 21.875 % Revus Energy ASA: 78.125 %	The licensees in production licence 037D are: Statoil ASA (operator): 21.875 % Revus Energy ASA: 78.125 %
Da regner vi at området skal være tilstrekkelig kartlagt til at vi kan mene noe om ressursene i dette nye norske området.	”We expect the area to be sufficiently mapped by then to formulate viewpoints on the potential resources in this new Norwegian area.”
Oljedirektoratets ressursregnskap viser at de totale utvinnbare petroleumsressursene er estimert til 14,2 milliarder standard kubikkmeter (Sm3) oljeekvivalenter (o.e.).	The Norwegian Petroleum Directorate's resource accounts show that the total recoverable petroleum resources are estimated at 14.2 billion standard cubic metres (Sm3) of oil equivalents (o.e.)
Bridge Energy AS	Bridge Energy AS
Rammen for Olje- og energidepartementets sektoransvar for petroleumsvirksomheten følger av det mandat som gis av Stortinget gjennom de mål og vilkår som settes for virksomheten, og av den myndighet departementet er gitt gjennom petroleumsloven.	The framework for the Ministry of Petroleum and Energy's sector responsibility for the petroleum activities follows from the mandate laid down by the Storting through the goals and conditions stipulated for the activities, and from the authority delegated to the Ministry through the Petroleum Act.
Operatørene har innen 1. september fått tilgang til:	The operators have been granted access to the following by 1 September:
Foreløpige produksjonstal for november blir publiserte i desember 2012.	Preliminary production figures for November will be published in December 2012.
Oljeproduksjonen fortsetter på en fallende kurve, men produksjonen i 2008 er likevel nesten fire prosent høyere enn Oljedirektoratets prognose.	The oil production curve continues to decline; however, 2008 oil production was almost four per cent higher than the Norwegian Petroleum Directorate's forecast.
